phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,corpus
пойдет на социальную поддержку по оплате жилого помещения и коммунальных услуг,пойдет,на,поддержку,accs,поддержка,sing,NOUN,пойти,VERB,дестинатив,taiga
на глубину NUM метров спустили,спустили,на,глубину,accs,глубина,sing,NOUN,спустить,VERB,квантитатив,taiga
отправлен на обследование,отправлен,на,обследование,accs,обследование,sing,NOUN,отправить,PRTS,дестинатив,taiga
зерно на сумму около NUM миллиона долларов,зерно,на,сумму,accs,сумма,sing,NOUN,зерно,NOUN,квантитатив,taiga
поднимался на NUM копейку до NUM рубля,поднимался,на,копейку,accs,копейка,sing,NOUN,подниматься,VERB,квантитатив,taiga
право на отдых в прибрежной зоне,право,на,отдых,accs,отдых,sing,NOUN,право,NOUN,потенсив,taiga
принят на работу,принят,на,работу,accs,работа,sing,NOUN,принять,PRTS,дестинатив,taiga
взглянуть на историю башкирского комсомола,взглянуть,на,историю,accs,история,sing,NOUN,взглянуть,INFN,директив,taiga
бюджета на YEAR год,бюджета,на,год,accs,год,sing,NOUN,бюджет,NOUN,темпоратив,taiga
переходите на вопросы,переходите,на,вопросы,accs,вопрос,plur,NOUN,переходить,VERB,дестинатив,taiga
жалобу на решение суда,жалобу,на,решение,accs,решение,sing,NOUN,жалоба,NOUN,тематив,taiga
Нападение на редакцию французского сатирического еженедельника Charlie Hebdo,Нападение,на,редакцию,accs,редакция,sing,NOUN,нападение,NOUN,объект,taiga
Лимит на выдачу разрешений на трудоустройство граждан СНГ,Лимит,на,выдачу,accs,выдача,sing,NOUN,лимит,NOUN,потенсив,taiga
проникли на территорию посольства,проникли,на,территорию,accs,территория,sing,NOUN,проникнуть,VERB,директив,taiga
обратив на нарушение прав военнослужащего Балеевского при получении установленных законом выплат,обратив,на,нарушение,accs,нарушение,sing,NOUN,обратить,GRND,объект,taiga
на всю критику со стороны ректората отвечает,отвечает,на,критику,accs,критика,sing,NOUN,отвечать,VERB,каузатив,taiga
запрет на въезд в вышеупомянутые страны,запрет,на,въезд,accs,въезд,sing,NOUN,запрет,NOUN,потенсив,taiga
"жалобы на деятельность МНТК "" Микрохирургия глаза """,жалобы,на,деятельность,accs,деятельность,sing,NOUN,жалоба,NOUN,тематив,taiga
подозрения на повреждение связок,подозрения,на,повреждение,accs,повреждение,sing,NOUN,подозрение,NOUN,потенсив,taiga
направлены на достижение высоких производственных и финансовых результатов предприятия,направлены,на,достижение,accs,достижение,sing,NOUN,направить,PRTS,дестинатив,taiga
выходить на улицу,выходить,на,улицу,accs,улица,sing,NOUN,выходить,INFN,директив,taiga
забрались на мачту,забрались,на,мачту,accs,мачта,sing,NOUN,забраться,VERB,директив,taiga
жалуется на явное противоречие,жалуется,на,противоречие,accs,противоречие,sing,NOUN,жаловаться,VERB,тематив,taiga
цена на пшеницу YEAR класса,цена,на,пшеницу,accs,пшеница,sing,NOUN,цена,NOUN,дестинатив,taiga
проскакивая на красный свет светофора,проскакивая,на,свет,accs,свет,sing,NOUN,проскакивать,GRND,темпоратив,taiga
надеемся на вашу поддержку,надеемся,на,поддержку,accs,поддержка,sing,NOUN,надеяться,VERB,потенсив,taiga
находится на данный момент за пределами города,находится,на,момент,accs,момент,sing,NOUN,находиться,VERB,темпоратив,taiga
поддавшись на провокацию со стороны соперника,поддавшись,на,провокацию,accs,провокация,sing,NOUN,поддаться,GRND,каузатив,taiga
Право на дополнительный отдых,Право,на,отдых,accs,отдых,sing,NOUN,право,NOUN,потенсив,taiga
приглашают на первую городскую социальную продовольственную ярмарку,приглашают,на,ярмарку,accs,ярмарка,sing,NOUN,приглашать,VERB,директив,taiga
произошло на четверг,произошло,на,четверг,accs,четверг,sing,NOUN,произойти,VERB,темпоратив,taiga
принявшие на исполнение,принявшие,на,исполнение,accs,исполнение,sing,NOUN,принять,PRTF,дестинатив,taiga
ехал на работу в Сухуми,ехал,на,работу,accs,работа,sing,NOUN,ехать,VERB,дестинатив,taiga
выехал на встречную полосу,выехал,на,полосу,accs,полоса,sing,NOUN,выехать,VERB,директив,taiga
задержанного на тот момент,задержанного,на,момент,accs,момент,sing,NOUN,задержать,PRTF,темпоратив,taiga
право на трудовую пенсию,право,на,пенсию,accs,пенсия,sing,NOUN,право,NOUN,потенсив,taiga
право на размещение наружной рекламы,право,на,размещение,accs,размещение,sing,NOUN,право,NOUN,потенсив,taiga
грантов на сумму NUM — NUM миллиона рублей,грантов,на,сумму,accs,сумма,sing,NOUN,грант,NOUN,квантитатив,taiga
на охоту в глухие леса катаются,катаются,на,охоту,accs,охота,sing,NOUN,кататься,VERB,дестинатив,taiga
цены на билеты,цены,на,билеты,accs,билет,plur,NOUN,цена,NOUN,дестинатив,taiga
опираясь только на одну дрожащую лапу,опираясь,на,лапу,accs,лапа,sing,NOUN,опираться,GRND,объект,taiga
направлено на экспертизу,направлено,на,экспертизу,accs,экспертиза,sing,NOUN,направить,PRTS,дестинатив,taiga
повлиять на ситуацию в стране,повлиять,на,ситуацию,accs,ситуация,sing,NOUN,повлиять,INFN,объект,taiga
на третий квартал составит,составит,на,квартал,accs,квартал,sing,NOUN,составить,VERB,темпоратив,taiga
конкурс на продолжение комплекса работ в основном здании на Театральной площади,конкурс,на,продолжение,accs,продолжение,sing,NOUN,конкурс,NOUN,потенсив,taiga
Цена на баррель,Цена,на,баррель,accs,баррель,sing,NOUN,цена,NOUN,дестинатив,taiga
парализована практически на час,парализована,на,час,accs,час,sing,NOUN,парализовать,PRTS,темпоратив,taiga
запрет на публичное использование советской,запрет,на,использование,accs,использование,sing,NOUN,запрет,NOUN,потенсив,taiga
вернется на площадку,вернется,на,площадку,accs,площадка,sing,NOUN,вернуться,VERB,директив,taiga
на следующий день после инаугурации - собирается,собирается,на,день,accs,день,sing,NOUN,собираться,VERB,темпоратив,taiga
наложить на компанию,наложить,на,компанию,accs,компания,sing,NOUN,наложить,INFN,объект,taiga
эмбарго на экспорт зерновых,эмбарго,на,экспорт,accs,экспорт,sing,NOUN,эмбарго,NOUN,потенсив,taiga
цены на нефть,цены,на,нефть,accs,нефть,sing,NOUN,цена,NOUN,дестинатив,taiga
жертвовать на помощь,жертвовать,на,помощь,accs,помощь,sing,NOUN,жертвовать,INFN,дестинатив,taiga
снимал все на мобильный телефон,снимал,на,телефон,accs,телефон,sing,NOUN,снимать,VERB,инструментив,taiga
на данный момент способно,способно,на,момент,accs,момент,sing,NOUN,способный,ADJS,темпоратив,taiga
конкурс на их эксплуатацию,конкурс,на,эксплуатацию,accs,эксплуатация,sing,NOUN,конкурс,NOUN,потенсив,taiga
направлены на экспертизу,направлены,на,экспертизу,accs,экспертиза,sing,NOUN,направить,PRTS,дестинатив,taiga
на строительство переходит,переходит,на,строительство,accs,строительство,sing,NOUN,переходить,VERB,дестинатив,taiga
приземлился на пакеты,приземлился,на,пакеты,accs,пакет,plur,NOUN,приземлиться,VERB,директив,taiga
покушение на дачу взятки,покушение,на,дачу,accs,дача,sing,NOUN,покушение,NOUN,потенсив,taiga
взяла на контроль,взяла,на,контроль,accs,контроль,sing,NOUN,взять,VERB,дестинатив,taiga
отправьте на адрес магазина,отправьте,на,адрес,accs,адрес,sing,NOUN,отправить,VERB,директив,taiga
запрет на ввоз в Россию некоторых товаров из этой страны,запрет,на,ввоз,accs,ввоз,sing,NOUN,запрет,NOUN,потенсив,taiga
выставляли на торги,выставляли,на,торги,accs,торг,plur,NOUN,выставлять,VERB,дестинатив,taiga
направленных на борьбу с простудными заболеваниями,направленных,на,борьбу,accs,борьба,sing,NOUN,направить,PRTF,дестинатив,taiga
цен на недвижимость,цен,на,недвижимость,accs,недвижимость,sing,NOUN,цена,NOUN,дестинатив,taiga
надежды на помощь государства в расследовании,надежды,на,помощь,accs,помощь,sing,NOUN,надежда,NOUN,потенсив,taiga
уйти на пенсию,уйти,на,пенсию,accs,пенсия,sing,NOUN,уйти,INFN,дестинатив,taiga
на сегодняшний день составляет,составляет,на,день,accs,день,sing,NOUN,составлять,VERB,темпоратив,taiga
поместили на стодолларовую купюру,поместили,на,купюру,accs,купюра,sing,NOUN,поместить,VERB,директив,taiga
высказывания на содержание в них экстремизма,высказывания,на,содержание,accs,содержание,sing,NOUN,высказывание,NOUN,потенсив,taiga
право на брак,право,на,брак,accs,брак,sing,NOUN,право,NOUN,потенсив,taiga
на просьбу ускорить,ускорить,на,просьбу,accs,просьба,sing,NOUN,ускорить,INFN,каузатив,taiga
вернулась на рынок,вернулась,на,рынок,accs,рынок,sing,NOUN,вернуться,VERB,директив,taiga
квоты на добычу нефти,квоты,на,добычу,accs,добыча,sing,NOUN,квота,NOUN,дестинатив,taiga
ехать на Камчатку,ехать,на,Камчатку,accs,камчатка,sing,NOUN,ехать,INFN,директив,taiga
поедут на дачу,поедут,на,дачу,accs,дача,sing,NOUN,поехать,VERB,директив,taiga
выходили на свободу,выходили,на,свободу,accs,свобода,sing,NOUN,выходить,VERB,директив,taiga
перевел на указанный счет,перевел,на,счет,accs,счёт,sing,NOUN,перевести,VERB,директив,taiga
погрузился на глубину NUM метров,погрузился,на,глубину,accs,глубина,sing,NOUN,погрузиться,VERB,квантитатив,taiga
и на его личный адрес поступило,поступило,на,адрес,accs,адрес,sing,NOUN,поступить,VERB,директив,taiga
идёт на лечение детей больных раком,идёт,на,лечение,accs,лечение,sing,NOUN,идти,VERB,дестинатив,taiga
жалобы на нехватку бесплатных школьных учебников,жалобы,на,нехватку,accs,нехватка,sing,NOUN,жалоба,NOUN,тематив,taiga
рассчитывает на помощь России и других стран в урегулировании конфликта,рассчитывает,на,помощь,accs,помощь,sing,NOUN,рассчитывать,VERB,потенсив,taiga
выскакивает на улицу,выскакивает,на,улицу,accs,улица,sing,NOUN,выскакивать,VERB,директив,taiga
расходы на страхование,расходы,на,страхование,accs,страхование,sing,NOUN,расход,NOUN,дестинатив,taiga
возложено на личную ответственность руководства районных УМВД,возложено,на,ответственность,accs,ответственность,sing,NOUN,возложить,PRTS,объект,taiga
закрыл на кухню,закрыл,на,кухню,accs,кухня,sing,NOUN,закрыть,VERB,директив,taiga
достали на платформу,достали,на,платформу,accs,платформа,sing,NOUN,достать,VERB,директив,taiga
цен на хлеб,цен,на,хлеб,accs,хлеб,sing,NOUN,цена,NOUN,дестинатив,taiga
право на свободу мысли и слова,право,на,свободу,accs,свобода,sing,NOUN,право,NOUN,потенсив,taiga
въезд на территорию США,въезд,на,территорию,accs,территория,sing,NOUN,въезд,NOUN,директив,taiga
увидеть на штраф - стоянке,увидеть,на,штраф,accs,штраф,sing,NOUN,увидеть,INFN,локатив,taiga
идти на работу,идти,на,работу,accs,работа,sing,NOUN,идти,INFN,дестинатив,taiga
"согласие на подачу электроэнергии по ранее обесточенной высоковольтной линии "" Каховка-Титан """,согласие,на,подачу,accs,подача,sing,NOUN,согласие,NOUN,потенсив,taiga
поднявшись на NUM место,поднявшись,на,место,accs,место,sing,NOUN,подняться,GRND,директив,taiga
покушаться на жизнь,покушаться,на,жизнь,accs,жизнь,sing,NOUN,покушаться,INFN,объект,taiga
Регистрация на NUM год ( YEAR р. ),Регистрация,на,год,accs,год,sing,NOUN,регистрация,NOUN,темпоратив,taiga
закрывают на возрождение идеологии фашизма,закрывают,на,возрождение,accs,возрождение,sing,NOUN,закрывать,VERB,объект,taiga
вернуться на свое место,вернуться,на,место,accs,место,sing,NOUN,вернуться,INFN,директив,taiga
приехали на место происшествия,приехали,на,место,accs,место,sing,NOUN,приехать,VERB,директив,taiga
лестницу на высоту NUM этажей,лестницу,на,высоту,accs,высота,sing,NOUN,лестница,NOUN,квантитатив,taiga
разные на отдельные препараты,разные,на,препараты,accs,препарат,plur,NOUN,разный,ADJF,дестинатив,taiga
потянули на сумму более пяти тысяч рублей,потянули,на,сумму,accs,сумма,sing,NOUN,потянуть,VERB,квантитатив,taiga
вышел на замену,вышел,на,замену,accs,замена,sing,NOUN,выйти,VERB,дестинатив,taiga
взять на себя,взять,на,себя,accs,себя,sing,NPRO,взять,INFN,директив,taiga
отправил на получение кредита,отправил,на,получение,accs,получение,sing,NOUN,отправить,VERB,дестинатив,taiga
уточнили на сегодняшний день,уточнили,на,день,accs,день,sing,NOUN,уточнить,VERB,темпоратив,taiga
на место выехала,выехала,на,место,accs,место,sing,NOUN,выехать,VERB,директив,taiga
посмотреть на место взрыва,посмотреть,на,место,accs,место,sing,NOUN,посмотреть,INFN,объект,taiga
вернул на доработку,вернул,на,доработку,accs,доработка,sing,NOUN,вернуть,VERB,дестинатив,taiga
назначен на этот пост,назначен,на,пост,accs,пост,sing,NOUN,назначить,PRTS,дестинатив,taiga
перенесли на себя,перенесли,на,себя,accs,себя,sing,NPRO,перенести,VERB,директив,taiga
разрешений на работу,разрешений,на,работу,accs,работа,sing,NOUN,разрешение,NOUN,потенсив,taiga
направлено на судебно - медицинскую экспертизу,направлено,на,экспертизу,accs,экспертиза,sing,NOUN,направить,PRTS,дестинатив,taiga
выйти на мировой рынок,выйти,на,рынок,accs,рынок,sing,NOUN,выйти,INFN,директив,taiga
напал на NUM мужчину,напал,на,мужчину,accs,мужчина,sing,NOUN,напасть,VERB,объект,taiga
цены и на компьютеры Mac,цены,на,компьютеры,accs,компьютер,plur,NOUN,цена,NOUN,дестинатив,taiga
на сегодняшний день подтверждается,подтверждается,на,день,accs,день,sing,NOUN,подтверждаться,VERB,темпоратив,taiga
предложена на пост руководителя думской фракции &quot ; ЕР&quot ; ;,предложена,на,пост,accs,пост,sing,NOUN,предложить,PRTS,дестинатив,taiga
переименовывают на одну из двух новых,переименовывают,на,одну,accs,один,sing,ADJF,переименовывать,VERB,объект,taiga
Приглашаются на работу рейдеры,Приглашаются,на,работу,accs,работа,sing,NOUN,приглашаться,VERB,дестинатив,taiga
уйти на запасную посадку,уйти,на,посадку,accs,посадка,sing,NOUN,уйти,INFN,директив,taiga
указывается на ответственность за участие в «несогласованных мероприятиях»,указывается,на,ответственность,accs,ответственность,sing,NOUN,указываться,VERB,объект,taiga
моратория на постановку,моратория,на,постановку,accs,постановка,sing,NOUN,мораторий,NOUN,потенсив,taiga
выйдут на акцию,выйдут,на,акцию,accs,акция,sing,NOUN,выйти,VERB,дестинатив,taiga
путь на место несения службы,путь,на,место,accs,место,sing,NOUN,путь,NOUN,директив,taiga
отпустили на свободу,отпустили,на,свободу,accs,свобода,sing,NOUN,отпустить,VERB,директив,taiga
на которую выделили,выделили,на,которую,accs,который,sing,ADJF,выделить,VERB,объект,taiga
перевернулся на бок,перевернулся,на,бок,accs,бок,sing,NOUN,перевернуться,VERB,директив,taiga
пожаловался на боль,пожаловался,на,боль,accs,боль,sing,NOUN,пожаловаться,VERB,тематив,taiga
включение на премию имени Сахарова,включение,на,премию,accs,премия,sing,NOUN,включение,NOUN,потенсив,taiga
рядом — на заброшенную могилу по соседству,рядом,на,могилу,accs,могила,sing,NOUN,ряд,NOUN,директив,taiga
записать на профессиональную фотокамеру,записать,на,фотокамеру,accs,фотокамера,sing,NOUN,записать,INFN,инструментив,taiga
на NUM копейку меньше,меньше,на,копейку,accs,копейка,sing,NOUN,маленький,COMP,квантитатив,taiga
затраты на рекламу,затраты,на,рекламу,accs,реклама,sing,NOUN,затрата,NOUN,дестинатив,taiga
разрешения на ношение стволов,разрешения,на,ношение,accs,ношение,sing,NOUN,разрешение,NOUN,потенсив,taiga
выход на рынок земельных участков,выход,на,рынок,accs,рынок,sing,NOUN,выход,NOUN,директив,taiga
мех на сумму более семи миллионов рублей,мех,на,сумму,accs,сумма,sing,NOUN,мех,NOUN,квантитатив,taiga
появиться на свет,появиться,на,свет,accs,свет,sing,NOUN,появиться,INFN,трансгрессив,taiga
оштрафованы на сумму,оштрафованы,на,сумму,accs,сумма,sing,NOUN,оштрафовать,PRTS,квантитатив,taiga
на тот момент было,было,на,момент,accs,момент,sing,NOUN,быть,VERB,темпоратив,taiga
забрались на мачту,забрались,на,мачту,accs,мачта,sing,NOUN,забраться,VERB,директив,taiga
покушении на убийство нигерийца Омордиона Лавренсе,покушении,на,убийство,accs,убийство,sing,NOUN,покушение,NOUN,потенсив,taiga
на долю греков приходится,приходится,на,долю,accs,доля,sing,NOUN,приходиться,VERB,квантитатив,taiga
на меня перекладывать,перекладывать,на,меня,accs,я,sing,NPRO,перекладывать,INFN,директив,taiga
жаловались на плохое состояние двора,жаловались,на,состояние,accs,состояние,sing,NOUN,жаловаться,VERB,тематив,taiga
положивший на новогоднюю,положивший,на,новогоднюю,accs,новогодний,sing,ADJF,положить,PRTF,директив,taiga
Нанизывая на нитку,Нанизывая,на,нитку,accs,нитка,sing,NOUN,нанизывать,GRND,директив,taiga
тарифы на свет,тарифы,на,свет,accs,свет,sing,NOUN,тариф,NOUN,дестинатив,taiga
согласилась на проведение досрочных выборов главы государства,согласилась,на,проведение,accs,проведение,sing,NOUN,согласиться,VERB,потенсив,taiga
налеты на британскую столицу,налеты,на,столицу,accs,столица,sing,NOUN,налёт,NOUN,объект,taiga
"на поддержку "" евромайдана "" приедут",приедут,на,поддержку,accs,поддержка,sing,NOUN,приехать,VERB,дестинатив,taiga
на горячую линию Водоканала ( телефон NUM - NUM - NUM ) поступило,поступило,на,линию,accs,линия,sing,NOUN,поступить,VERB,директив,taiga
выделенных на разметку дорог Северной столицы в YEAR – YEAR годах,выделенных,на,разметку,accs,разметка,sing,NOUN,выделить,PRTF,дестинатив,taiga
контракта на поставку российского газа в Китай,контракта,на,поставку,accs,поставка,sing,NOUN,контракт,NOUN,потенсив,taiga
опубликована на понедельник,опубликована,на,понедельник,accs,понедельник,sing,NOUN,опубликовать,PRTS,темпоратив,taiga
есть аккаунт на Twitter,есть,на,аккаунт,accs,аккаунт,sing,NOUN,есть,INTJ,локатив,taiga
ездили на время весенних каникул,ездили,на,время,accs,время,sing,NOUN,ездить,VERB,темпоратив,taiga
на жилой двенадцатиэтажный дом упал,упал,на,дом,accs,дом,sing,NOUN,упасть,VERB,директив,taiga
поставить на учет,поставить,на,учет,accs,учёт,sing,NOUN,поставить,INFN,дестинатив,taiga
позвал на подмогу,позвал,на,подмогу,accs,подмога,sing,NOUN,позвать,VERB,дестинатив,taiga
снизился на одну копейку,снизился,на,копейку,accs,копейка,sing,NOUN,снизиться,VERB,квантитатив,taiga
Выехавшие на место событий,Выехавшие,на,место,accs,место,sing,NOUN,выехать,PRTF,директив,taiga
оплату на отпуск,оплату,на,отпуск,accs,отпуск,sing,NOUN,оплата,NOUN,дестинатив,taiga
потратить на освещение,потратить,на,освещение,accs,освещение,sing,NOUN,потратить,INFN,дестинатив,taiga
придется на февраль,придется,на,февраль,accs,февраль,sing,NOUN,прийтись,VERB,темпоратив,taiga
хотела на должность омбудсмена,хотела,на,должность,accs,должность,sing,NOUN,хотеть,VERB,дестинатив,taiga
на этот раз падает,падает,на,раз,accs,раз,sing,NOUN,падать,VERB,темпоратив,taiga
устраиваться на работу,устраиваться,на,работу,accs,работа,sing,NOUN,устраиваться,INFN,дестинатив,taiga
«Переносится на более поздний срок,Переносится,на,срок,accs,срок,sing,NOUN,переноситься,VERB,темпоратив,taiga
Прибывшие на место,Прибывшие,на,место,accs,место,sing,NOUN,прибыть,PRTF,директив,taiga
сбросил на четверг двух девочек из окна многоэтажки в Москве,сбросил,на,четверг,accs,четверг,sing,NOUN,сбросить,VERB,темпоратив,taiga
Вечером на пару градусов теплее,Вечером,на,пару,accs,пара,sing,NOUN,вечером,ADVB,квантитатив,taiga
на майские праздники ожидается,ожидается,на,праздники,accs,праздник,plur,NOUN,ожидаться,VERB,темпоратив,taiga
назначенного на день приговора,назначенного,на,день,accs,день,sing,NOUN,назначить,PRTF,темпоратив,taiga
пишет на электронную почту,пишет,на,почту,accs,почта,sing,NOUN,писать,VERB,директив,taiga
намечена на YEAR год,намечена,на,год,accs,год,sing,NOUN,наметить,PRTS,темпоратив,taiga
цен на газ,цен,на,газ,accs,газ,sing,NOUN,цена,NOUN,дестинатив,taiga
спрос на малолитражку,спрос,на,малолитражку,accs,малолитражка,sing,NOUN,спрос,NOUN,потенсив,taiga
уже на следующий день стало,стало,на,день,accs,день,sing,NOUN,стать,VERB,темпоратив,taiga
Стоимость на легкую нефть марки,Стоимость,на,нефть,accs,нефть,sing,NOUN,стоимость,NOUN,дестинатив,taiga
идут на развитие города,идут,на,развитие,accs,развитие,sing,NOUN,идти,VERB,дестинатив,taiga
затраты на создание базы данных,затраты,на,создание,accs,создание,sing,NOUN,затрата,NOUN,дестинатив,taiga
бригады на место в течение десяти минут,бригады,на,место,accs,место,sing,NOUN,бригада,NOUN,директив,taiga
рублей на реализацию программы,рублей,на,реализацию,accs,реализация,sing,NOUN,рубль,NOUN,дестинатив,taiga
на проверку оказывались,оказывались,на,проверку,accs,проверка,sing,NOUN,оказываться,VERB,потенсив,taiga
направят на строительство скоростной трассы Москва - Петербург на участке NUM - NUM километр,направят,на,строительство,accs,строительство,sing,NOUN,направить,VERB,дестинатив,taiga
перетянуть на свою сторону,перетянуть,на,сторону,accs,сторона,sing,NOUN,перетянуть,INFN,директив,taiga
на члена совета «Открытой России» заведены,заведены,на,члена,accs,член,sing,NOUN,завести,PRTS,объект,taiga
снималось на видеокамеру,снималось,на,видеокамеру,accs,видеокамера,sing,NOUN,сниматься,VERB,инструментив,taiga
погасить на сумму,погасить,на,сумму,accs,сумма,sing,NOUN,погасить,INFN,квантитатив,taiga
заложенный на эти годы,заложенный,на,годы,accs,год,plur,NOUN,заложить,PRTF,темпоратив,taiga
жители на свою будущую пенсию,жители,на,пенсию,accs,пенсия,sing,NOUN,житель,NOUN,инструментив,taiga
арестован на одни сутки,арестован,на,сутки,accs,сутки,plur,NOUN,арестовать,PRTS,темпоратив,taiga
наткнулась на мину в районе Майванд,наткнулась,на,мину,accs,мина,sing,NOUN,наткнуться,VERB,объект,taiga
лезть на высотку,лезть,на,высотку,accs,высотка,sing,NOUN,лезть,INFN,директив,taiga
переместился на улицу,переместился,на,улицу,accs,улица,sing,NOUN,переместиться,VERB,директив,taiga
прибывшие на место крушения,прибывшие,на,место,accs,место,sing,NOUN,прибыть,PRTF,директив,taiga
перейти на другую сторону улицы,перейти,на,сторону,accs,сторона,sing,NOUN,перейти,INFN,директив,taiga
доставки на орбиту,доставки,на,орбиту,accs,орбита,sing,NOUN,доставка,NOUN,директив,taiga
приехали на рыбалку,приехали,на,рыбалку,accs,рыбалка,sing,NOUN,приехать,VERB,дестинатив,taiga
на сегодняшний день ребенка ( пол малыша не называется ) оказалась,оказалась,на,день,accs,день,sing,NOUN,оказаться,VERB,темпоратив,taiga
вход на все официальные гандбольные матчи с участием «Лады»,вход,на,матчи,accs,матч,plur,NOUN,вход,NOUN,директив,taiga
на улицу погулять,погулять,на,улицу,accs,улица,sing,NOUN,погулять,INFN,директив,taiga
запрет на въезд в Россию,запрет,на,въезд,accs,въезд,sing,NOUN,запрет,NOUN,потенсив,taiga
рассчитывать на сокращение штрафа вдвое по программе смягчения наказаний Fair Trade Commission,рассчитывать,на,сокращение,accs,сокращение,sing,NOUN,рассчитывать,INFN,потенсив,taiga
на достройку стадиона «Зенита» объявило,объявило,на,достройку,accs,достройка,sing,NOUN,объявить,VERB,дестинатив,taiga
на строительство подписаны,подписаны,на,строительство,accs,строительство,sing,NOUN,подписать,PRTS,потенсив,taiga
потратить на свою кампанию,потратить,на,кампанию,accs,кампания,sing,NOUN,потратить,INFN,дестинатив,taiga
конкурс просто на строительство,конкурс,на,строительство,accs,строительство,sing,NOUN,конкурс,NOUN,потенсив,taiga
вернулись на автомойку,вернулись,на,автомойку,accs,автомойка,sing,NOUN,вернуться,VERB,директив,taiga
перенести на сентябрь,перенести,на,сентябрь,accs,сентябрь,sing,NOUN,перенести,INFN,темпоратив,taiga
вылететь на родину,вылететь,на,родину,accs,родина,sing,NOUN,вылететь,INFN,директив,taiga
автомобиль на крупную сумму ( и потребовать впоследствии возмещения ),автомобиль,на,сумму,accs,сумма,sing,NOUN,автомобиль,NOUN,квантитатив,taiga
ночь на четверг,ночь,на,четверг,accs,четверг,sing,NOUN,ночь,NOUN,темпоратив,taiga
приехал на встречу с президентом Украины Виктором Януковичем,приехал,на,встречу,accs,встреча,sing,NOUN,приехать,VERB,дестинатив,taiga
передано на хранение,передано,на,хранение,accs,хранение,sing,NOUN,передать,PRTS,дестинатив,taiga
на карточку перечисляла,перечисляла,на,карточку,accs,карточка,sing,NOUN,перечислять,VERB,директив,taiga
план на YEAR - YEAR годы,план,на,годы,accs,год,plur,NOUN,план,NOUN,темпоратив,taiga
повесить на стенку,повесить,на,стенку,accs,стенка,sing,NOUN,повесить,INFN,директив,taiga
разрешения на ввоз ( ИКР ),разрешения,на,ввоз,accs,ввоз,sing,NOUN,разрешение,NOUN,потенсив,taiga
переоформляются не на застройщика,переоформляются,на,застройщика,accs,застройщик,sing,NOUN,переоформляться,VERB,объект,taiga
сославшись на данную им расписку о неразглашении тайны следствия,сославшись,на,расписку,accs,расписка,sing,NOUN,сослаться,GRND,объект,taiga
взлетел на высоту NUM метров,взлетел,на,высоту,accs,высота,sing,NOUN,взлететь,VERB,квантитатив,taiga
Хотя на решение о возбуждении или об отказе в возбуждении дела полиции дается,дается,на,решение,accs,решение,sing,NOUN,даваться,VERB,дестинатив,taiga
Клип на композицию,Клип,на,композицию,accs,композиция,sing,NOUN,клип,NOUN,тематив,taiga
решение на декабрь,решение,на,декабрь,accs,декабрь,sing,NOUN,решение,NOUN,темпоратив,taiga
отвечает на все вопросы,отвечает,на,вопросы,accs,вопрос,plur,NOUN,отвечать,VERB,каузатив,taiga
взял на контроль,взял,на,контроль,accs,контроль,sing,NOUN,взять,VERB,дестинатив,taiga
выйти на митинг,выйти,на,митинг,accs,митинг,sing,NOUN,выйти,INFN,дестинатив,taiga
на отчет – справку,справку,на,отчет,accs,отчёт,sing,NOUN,справка,NOUN,дестинатив,taiga
выдвинут на пост посла США в Китае,выдвинут,на,пост,accs,пост,sing,NOUN,выдвинуть,PRTS,дестинатив,taiga
претендовать на премию,претендовать,на,премию,accs,премия,sing,NOUN,претендовать,INFN,потенсив,taiga
кинулись на помощь,кинулись,на,помощь,accs,помощь,sing,NOUN,кинуться,VERB,дестинатив,taiga
вылетел на встречную полосу,вылетел,на,полосу,accs,полоса,sing,NOUN,вылететь,VERB,директив,taiga
вход на станцию «Озерки»,вход,на,станцию,accs,станция,sing,NOUN,вход,NOUN,директив,taiga
согласился на встречу с бизнесменом,согласился,на,встречу,accs,встреча,sing,NOUN,согласиться,VERB,потенсив,taiga
приехали на Кубинскую,приехали,на,Кубинскую,accs,кубинский,sing,ADJF,приехать,VERB,директив,taiga
возьму на строительство,возьму,на,строительство,accs,строительство,sing,NOUN,взять,VERB,дестинатив,taiga
облокотился на москитную сетку,облокотился,на,сетку,accs,сетка,sing,NOUN,облокотиться,VERB,объект,taiga
намечено на осень этого года,намечено,на,осень,accs,осень,sing,NOUN,наметить,PRTS,темпоратив,taiga
хватит на покрытие расходов нашей организации на полугодовое проживание в приюте одного бездомного человека,хватит,на,покрытие,accs,покрытие,sing,NOUN,хватить,VERB,потенсив,taiga
спроса на стрелковое оружие,спроса,на,оружие,accs,оружие,sing,NOUN,спрос,NOUN,потенсив,taiga
строительства на Швецию и в другие страны,строительства,на,Швецию,accs,швеция,sing,NOUN,строительство,NOUN,директив,taiga
посмотреть на эту новогодне - космическую программу,посмотреть,на,программу,accs,программа,sing,NOUN,посмотреть,INFN,директив,taiga
поставил на первое место в рейтинге самых высокооплачиваемых руководителей российских компаний,поставил,на,место,accs,место,sing,NOUN,поставить,VERB,директив,taiga
согласился на психиатрическое обследование,согласился,на,обследование,accs,обследование,sing,NOUN,согласиться,VERB,потенсив,taiga
