phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,,,,
реконструкция в аэропорту Пулково,реконструкция,в,аэропорту,loct,аэропорт,sing,NOUN,реконструкция,NOUN,локатив,,,,
говорится в сообщении «Яндекса»,говорится,в,сообщении,loct,сообщение,sing,NOUN,говориться,VERB,сурсив,,,,
издание в своем микроблоге в Twitter,издание,в,микроблоге,loct,микроблог,sing,NOUN,издание,NOUN,сурсив,,,,
другой в университете,другой,в,университете,loct,университет,sing,NOUN,другой,ADJF,локатив,,,,
вот в Смольном определились,определились,в,Смольном,loct,смольный,sing,ADJF,определиться,VERB,локатив,,,,
рассказала во дворце Дроттнингхольм,рассказала,в,дворце,loct,дворец,sing,NOUN,рассказать,VERB,локатив,,,,
ДТП в центре Петербурга,ДТП,в,центре,loct,центр,sing,NOUN,дтп,NOUN,локатив,,,,
стартовала в начале месяца,стартовала,в,начале,loct,начало,sing,NOUN,стартовать,VERB,темпоратив,,,,
лекций в Меншиковском дворце,лекций,в,дворце,loct,дворец,sing,NOUN,лекция,NOUN,локатив,,,,
произошел в YEAR году,произошел,в,году,loct,год,sing,NOUN,произойти,VERB,темпоратив,,,,
рассмотрел в августе YEAR года,рассмотрел,в,августе,loct,август,sing,NOUN,рассмотреть,VERB,темпоратив,,,,
находящегося в розыске,находящегося,в,розыске,loct,розыск,sing,NOUN,находиться,PRTF,ситуатив,,,,
обратилось в августе YEAR года,обратилось,в,августе,loct,август,sing,NOUN,обратиться,VERB,темпоратив,,,,
возгорания в тоннеле метро,возгорания,в,тоннеле,loct,тоннель,sing,NOUN,возгорание,NOUN,локатив,,,,
создан в YEAR году,создан,в,году,loct,год,sing,NOUN,создать,PRTS,темпоратив,,,,
трое в больнице,трое,в,больнице,loct,больница,sing,NOUN,трое,NUMR,локатив,,,,
сообщили в пресс-службе,сообщили,в,пресс-службе,loct,пресс-служба,sing,NOUN,сообщить,VERB,сурсив,,,,
в этом случае нужны,нужны,в,случае,loct,случай,sing,NOUN,нужный,ADJS,ситуатив,,,,
указано в релизе,указано,в,релизе,loct,релиз,sing,NOUN,указать,PRTS,сурсив,,,,
говорится в сообщении,говорится,в,сообщении,loct,сообщение,sing,NOUN,говориться,VERB,сурсив,,,,
переходила в неположенном месте в зоне видимости пешеходного перехода,переходила,в,месте,loct,место,sing,NOUN,переходить,VERB,локатив,,,,
в ней обнаружен,обнаружен,в,ней,loct,она,sing,NPRO,обнаружить,PRTS,локатив,,,,
источник в силовых структурах,источник,в,структурах,loct,структура,plur,NOUN,источник,NOUN,сурсив,,,,
обнаружили в квартире одного из домов на улице Сикейроса в Петербурге,обнаружили,в,квартире,loct,квартира,sing,NOUN,обнаружить,VERB,локатив,,,,
"демократизацию в стране """,демократизацию,в,стране,loct,страна,sing,NOUN,демократизация,NOUN,локатив,,,,
"фактом в истории создания "" Цели """,фактом,в,истории,loct,история,sing,NOUN,факт,NOUN,темпоратив,,,,
кто в государственном аппарате,кто,в,аппарате,loct,аппарат,sing,NOUN,кто,NPRO,локатив,,,,
сетей в Северо-Западном филиале «МегаФона»,сетей,в,филиале,loct,филиал,sing,NOUN,сеть,NOUN,локатив,,,,
в Еврейской автономной области доставлен,доставлен,в,области,loct,область,sing,NOUN,доставить,PRTS,локатив,,,,
лечится в госпитале,лечится,в,госпитале,loct,госпиталь,sing,NOUN,лечиться,VERB,локатив,,,,
значится в планах «Турандот» Пуччини в театре Ла Монне в Брюсселе,значится,в,планах,loct,план,plur,NOUN,значиться,VERB,сурсив,,,,
погибших в центре Киева,погибших,в,центре,loct,центр,sing,NOUN,погибший,ADJF,локатив,,,,
работу в Михайловском театре,работу,в,театре,loct,театр,sing,NOUN,работа,NOUN,локатив,,,,
виновным в антигосударственной пропаганде и сотрудничестве с враждебными странами,виновным,в,пропаганде,loct,пропаганда,sing,NOUN,виновный,ADJF,тематив,,,,
отставка в Минрегионе ,,отставка,в,Минрегионе,loct,минрегион,sing,NOUN,отставка,NOUN,локатив,,,
в производстве следователей СЧ СУ УМВД России по Амурской области находится,находится,в,производстве,loct,производство,sing,NOUN,находиться,VERB,тематив,,,,
деятельности в Полярных регионах,деятельности,в,регионах,loct,регион,plur,NOUN,деятельность,NOUN,локатив,,,,
Любовь в Петербурге,Любовь,в,Петербурге,loct,петербург,sing,NOUN,любовь,NOUN,локатив,,,,
существу в деле Александра Быкова,существу,в,деле,loct,дело,sing,NOUN,существо,NOUN,тематив,,,,
офис в центре города,офис,в,центре,loct,центр,sing,NOUN,офис,NOUN,локатив,,,,
управляя в нетрезвом виде,управляя,в,виде,loct,вид,sing,NOUN,управлять,GRND,ситуатив,,,,
обнаружили в толпе,обнаружили,в,толпе,loct,толпа,sing,NOUN,обнаружить,VERB,локатив,,,,
достигнет в YEAR году,достигнет,в,году,loct,год,sing,NOUN,достигнуть,VERB,темпоратив,,,,
в YEAR году накормили,накормили,в,году,loct,год,sing,NOUN,накормить,VERB,темпоратив,,,,
проведена в YEAR году,проведена,в,году,loct,год,sing,NOUN,провести,PRTS,темпоратив,,,,
отмены в YEAR году,отмены,в,году,loct,год,sing,NOUN,отмена,NOUN,темпоратив,,,,
защищавший в его столкновениях,защищавший,в,столкновениях,loct,столкновение,plur,NOUN,защищать,PRTF,ситуатив,,,,
доказательства в убийстве Александра Литвиненко,доказательства,в,убийстве,loct,убийство,sing,NOUN,доказательство,NOUN,тематив,,,,
пояснили в комитете,пояснили,в,комитете,loct,комитет,sing,NOUN,пояснить,VERB,сурсив,,,,
в стране погибли,погибли,в,стране,loct,страна,sing,NOUN,погибнуть,VERB,локатив,,,,
становился в YEAR и YEAR годах,становился,в,годах,loct,год,plur,NOUN,становиться,VERB,темпоратив,,,,
обеспечивший в YEAR году,обеспечивший,в,году,loct,год,sing,NOUN,обеспечить,PRTF,темпоратив,,,,
прошли в режиме,прошли,в,режиме,loct,режим,sing,NOUN,пройти,VERB,ситуатив,,,,
в некоторых гостиницах доделывали,доделывали,в,гостиницах,loct,гостиница,plur,NOUN,доделывать,VERB,локатив,,,,
договорились в самом начале,договорились,в,начале,loct,начало,sing,NOUN,договориться,VERB,темпоратив,,,,
сдали в этом году,сдали,в,году,loct,год,sing,NOUN,сдать,VERB,темпоратив,,,,
отмечается в сообщении,отмечается,в,сообщении,loct,сообщение,sing,NOUN,отмечаться,VERB,сурсив,,,,
находится в транзитной зоне Шереметьево,находится,в,зоне,loct,зона,sing,NOUN,находиться,VERB,локатив,,,,
спецоперации в Хасавюрте ( Дагестан ),спецоперации,в,Хасавюрте,loct,хасавюрт,sing,NOUN,спецоперация,NOUN,локатив,,,,
небоскреба в Стамбуле,небоскреба,в,Стамбуле,loct,стамбул,sing,NOUN,небоскрёб,NOUN,локатив,,,,
сообщили в городской прокуратуре,сообщили,в,прокуратуре,loct,прокуратура,sing,NOUN,сообщить,VERB,сурсив,,,,
транш в NUM миллиардов,транш,в,миллиардов,loct,миллиард,plur,NOUN,транш,NOUN,квантитатив,,,,
выступят в колыбели русского флота – городе,выступят,в,колыбели,loct,колыбель,sing,NOUN,выступить,VERB,локатив,,,,
в публикации содержатся,содержатся,в,публикации,loct,публикация,sing,NOUN,содержаться,VERB,сурсив,,,,
литературы в России,литературы,в,России,loct,россия,sing,NOUN,литература,NOUN,локатив,,,,
легко в России,легко,в,России,loct,россия,sing,NOUN,легко,ADVB,локатив,,,,
окунуться в ледяные купели,окунуться,в,купели,loct,купель,sing,NOUN,окунуться,INFN,локатив,,,,
ранение в глаз,ранение,в,глаз,loct,глаз,plur,NOUN,ранение,NOUN,локатив,,,,
отметили в администрации,отметили,в,администрации,loct,администрация,sing,NOUN,отметить,VERB,сурсив,,,,
прописан в Конституции России,прописан,в,Конституции,loct,конституция,sing,NOUN,прописать,PRTS,сурсив,,,,
отрицает в аварии,отрицает,в,аварии,loct,авария,sing,NOUN,отрицать,VERB,тематив,,,,
используется в России,используется,в,России,loct,россия,sing,NOUN,использоваться,VERB,локатив,,,,
температура в молодой Вселенной,температура,в,Вселенной,loct,вселенная,sing,NOUN,температура,NOUN,локатив,,,,
проводилось в Швейцарии,проводилось,в,Швейцарии,loct,швейцария,sing,NOUN,проводиться,VERB,локатив,,,,
участие в кампании самого Навального,участие,в,кампании,loct,кампания,sing,NOUN,участие,NOUN,тематив,,,,
прислать в Бенгази,прислать,в,Бенгази,loct,бенгази,sing,NOUN,прислать,INFN,директив,,,,
дело в отношении Кулибабы и Борисова,дело,в,Кулибабы,loct,кулибаба,sing,NOUN,дело,NOUN,дестинатив,,,,
поражение в Словении,поражение,в,Словении,loct,словения,sing,NOUN,поражение,NOUN,локатив,,,,
живут в России,живут,в,России,loct,россия,sing,NOUN,жить,VERB,локатив,,,,
улетел в кювет,улетел,в,кювет,loct,кювета,plur,NOUN,улететь,VERB,директив,,,,
в России является,является,в,России,loct,россия,sing,NOUN,являться,VERB,локатив,,,,
Пострадавшим в аварии,Пострадавшим,в,аварии,loct,авария,sing,NOUN,пострадавший,NOUN,ситуатив,,,,
проведет в колонии,проведет,в,колонии,loct,колония,sing,NOUN,провести,VERB,локатив,,,,
направлялся в Кёльн,направлялся,в,Кёльн,loct,кёльна,plur,NOUN,направляться,VERB,директив,,,,
вышел в театральной жизни города,вышел,в,жизни,loct,жизнь,sing,NOUN,выйти,VERB,ситуатив,,,,
ограничениями в деятельности,ограничениями,в,деятельности,loct,деятельность,sing,NOUN,ограничение,NOUN,тематив,,,,
проживающая в США,проживающая,в,США,loct,сша,plur,NOUN,проживать,PRTF,локатив,,,,
осужденный в России,осужденный,в,России,loct,россия,sing,NOUN,осудить,PRTF,локатив,,,,
в Японии доведено,доведено,в,Японии,loct,япония,sing,NOUN,довести,PRTS,локатив,,,,
в ближайшие две недели обнародуют,обнародуют,в,недели,loct,неделя,sing,NOUN,обнародовать,VERB,темпоратив,,,,
участок в полтора гектара,участок,в,гектара,loct,гектар,sing,NOUN,участок,NOUN,квалификатив,,,,
в Молдавии арестован,арестован,в,Молдавии,loct,молдавия,sing,NOUN,арестовать,PRTS,локатив,,,,
в NUM часов пройдет,пройдет,в,часов,loct,часы,plur,NOUN,пройти,VERB,темпоратив,,,,
подозреваемого в причастности к смерти задержанного,подозреваемого,в,причастности,loct,причастность,sing,NOUN,подозревать,PRTF,тематив,,,,
светить в жилые окна,светить,в,окна,loct,окно,sing,NOUN,светить,INFN,директив,,,,
в России объявлено,объявлено,в,России,loct,россия,sing,NOUN,объявить,PRTS,локатив,,,,
достоинством в YEAR рублей,достоинством,в,рублей,loct,рубль,plur,NOUN,достоинство,NOUN,квантитатив,,,,
Активисты в Сети,Активисты,в,Сети,loct,сеть,sing,NOUN,активист,NOUN,локатив,,,,
в России рассылается,рассылается,в,России,loct,россия,sing,NOUN,рассылаться,VERB,локатив,,,,
отметили в партии «Яблоко»,отметили,в,партии,loct,партия,sing,NOUN,отметить,VERB,сурсив,,,,
окном в NUM - NUM года,окном,в,года,loct,год,sing,NOUN,окно,NOUN,темпоратив,,,,
материалы в отношении Керимова,материалы,в,Керимова,loct,керимов,sing,NOUN,материал,NOUN,дестинатив,,,,
в согласованной с городскими властями акции приняли,приняли,в,акции,loct,акция,sing,NOUN,принять,VERB,тематив,,,,
оценивается в NUM миллионов долларов,оценивается,в,миллионов,loct,миллион,plur,NOUN,оцениваться,VERB,квантитатив,,,,
аварий в ЕС,аварий,в,ЕС,loct,ес,sing,NOUN,авария,NOUN,локатив,,,,
верим в наших тренеров,верим,в,тренеров,loct,тренер,plur,NOUN,верить,VERB,объект,,,,
распространялись в последние несколько месяцев,распространялись,в,месяцев,loct,месяц,plur,NOUN,распространяться,VERB,темпоратив,,,,
осуждена в колонии общего режима,осуждена,в,колонии,loct,колония,sing,NOUN,осудить,PRTS,локатив,,,,
Всего в воинские части Екатеринбурга отправились,отправились,в,части,loct,часть,sing,NOUN,отправиться,VERB,локатив,,,,
доставки в медицинские учреждения города Якутска,доставки,в,учреждения,loct,учреждение,sing,NOUN,доставка,NOUN,локатив,,,,
Послом в Российской Федерации,Послом,в,Федерации,loct,федерация,sing,NOUN,посол,NOUN,локатив,,,,
в другие страны увеличилось,увеличилось,в,страны,loct,страна,sing,NOUN,увеличиться,VERB,локатив,,,,
Стоимость в России,Стоимость,в,России,loct,россия,sing,NOUN,стоимость,NOUN,локатив,,,,
указывали менее чем в десять долларов,указывали,в,долларов,loct,доллар,plur,NOUN,указывать,VERB,квантитатив,,,,
превратится в главного претендента на Кубок Гагарина,превратится,в,претендента,loct,претендент,sing,NOUN,превратиться,VERB,трансгрессив,,,,
погибшего в Турции,погибшего,в,Турции,loct,турция,sing,NOUN,погибший,ADJF,локатив,,,,
вглядываться в окружающие тебя улыбающиеся лица,вглядываться,в,лица,loct,лицо,sing,NOUN,вглядываться,INFN,дестинатив,,,,
Нина в Белоруссии,Нина,в,Белоруссии,loct,белоруссия,sing,NOUN,нина,NOUN,локатив,,,,
в два раза больше,больше,в,раза,loct,раз,sing,NOUN,большой,COMP,квантитатив,,,,
Отбывать в колонии особого режима,Отбывать,в,колонии,loct,колония,sing,NOUN,отбывать,INFN,локатив,,,,
в аварии на Ленинском проспекте – пенсионерка,пенсионерка,в,аварии,loct,авария,sing,NOUN,пенсионерка,NOUN,ситуатив,,,,
начался в США,начался,в,США,loct,сша,plur,NOUN,начаться,VERB,локатив,,,,
поступает в дома,поступает,в,дома,loct,дом,sing,NOUN,поступать,VERB,директив,,,,
видеть в церкви,видеть,в,церкви,loct,церковь,sing,NOUN,видеть,INFN,локатив,,,,
обошлась в NUM миллиардов рублей,обошлась,в,миллиардов,loct,миллиард,plur,NOUN,обойтись,VERB,квантитатив,,,,
взносы в NUM - NUM тысяч рублей,взносы,в,тысяч,loct,тысяча,plur,NOUN,взнос,NOUN,квантитатив,,,,
пострадавших в аварии туристического автобуса,пострадавших,в,аварии,loct,авария,sing,NOUN,пострадавший,NOUN,ситуатив,,,,
усомниться в готовности Сергея Стадлера к столь ответственной работе,усомниться,в,готовности,loct,готовность,sing,NOUN,усомниться,INFN,тематив,,,,
напал в Зимбабве,напал,в,Зимбабве,loct,зимбабве,sing,NOUN,напасть,VERB,локатив,,,,
введение в России,введение,в,России,loct,россия,sing,NOUN,введение,NOUN,локатив,,,,
ответили в Японии,ответили,в,Японии,loct,япония,sing,NOUN,ответить,VERB,сурсив,,,,
нанесла в десятки миллионов,нанесла,в,десятки,loct,десятка,sing,NOUN,нанести,VERB,квантитатив,,,,
в ходе беседы с журналистами оценил,оценил,в,беседы,loct,беседа,sing,NOUN,оценить,VERB,сурсив,,,,
в Сирии взяты,взяты,в,Сирии,loct,сирия,sing,NOUN,взять,PRTS,локатив,,,,
обязав в России,обязав,в,России,loct,россия,sing,NOUN,обязать,GRND,локатив,,,,
подавать прямо в квартиры,подавать,в,квартиры,loct,квартира,sing,NOUN,подавать,INFN,директив,,,,
наращивать в Сирии,наращивать,в,Сирии,loct,сирия,sing,NOUN,наращивать,INFN,локатив,,,,
в России зачислено,зачислено,в,России,loct,россия,sing,NOUN,зачислить,PRTS,локатив,,,,
обсуждать в России,обсуждать,в,России,loct,россия,sing,NOUN,обсуждать,INFN,локатив,,,,
сокращается в NUM раза – до NUM дней,сокращается,в,раза,loct,раз,sing,NOUN,сокращаться,VERB,квантитатив,,,,
достиг в NUM долларов,достиг,в,долларов,loct,доллар,plur,NOUN,достигнуть,VERB,квантитатив,,,,
шайбу в ворота хозяев,шайбу,в,ворота,loct,ворот,sing,NOUN,шайба,NOUN,директив,,,,
первым в России,первым,в,России,loct,россия,sing,NOUN,один,ADJF,локатив,,,,
в России могло,могло,в,России,loct,россия,sing,NOUN,мочь,VERB,локатив,,,,
в СПбГУ поступят,поступят,в,СПбГУ,loct,спбгу,sing,NOUN,поступить,VERB,дестинатив,,,,
в NUM произошли,произошли,в,2012-м,loct,2012-метр,sing,NOUN,произойти,VERB,темпоратив,,,,
ощущается в Британии,ощущается,в,Британии,loct,британия,sing,NOUN,ощущаться,VERB,локатив,,,,
магнита в одни руки,магнита,в,руки,loct,рука,sing,NOUN,магнит,NOUN,дестинатив,,,,
обратиться в ООН,обратиться,в,ООН,loct,оон,sing,NOUN,обратиться,INFN,дестинатив,,,,
собрал в России,собрал,в,России,loct,россия,sing,NOUN,собрать,VERB,локатив,,,,
в провинции задержано,задержано,в,провинции,loct,провинция,sing,NOUN,задержать,PRTS,локатив,,,,
ввел в NUM процентов за досрочное получение вклада,ввел,в,процентов,loct,процент,plur,NOUN,ввести,VERB,квантитатив,,,,
Состояла в ассоциации театральных критиков,Состояла,в,ассоциации,loct,ассоциация,sing,NOUN,состоять,VERB,локатив,,,,
руководителя в корпорации,руководителя,в,корпорации,loct,корпорация,sing,NOUN,руководитель,NOUN,локатив,,,,
конфликты в Сирии и на Украине,конфликты,в,Сирии,loct,сирия,sing,NOUN,конфликт,NOUN,локатив,,,,
в России прошли,прошли,в,России,loct,россия,sing,NOUN,пройти,VERB,локатив,,,,
тренеры в Италии,тренеры,в,Италии,loct,италия,sing,NOUN,тренер,NOUN,локатив,,,,
в своей жизни сделали,сделали,в,жизни,loct,жизнь,sing,NOUN,сделать,VERB,тематив,,,,
заявили в Баку,заявили,в,Баку,loct,баку,sing,NOUN,заявить,VERB,сурсив,,,,
в России приостановили,приостановили,в,России,loct,россия,sing,NOUN,приостановить,VERB,локатив,,,,
отметили в администрации,отметили,в,администрации,loct,администрация,sing,NOUN,отметить,VERB,сурсив,,,,
отняли в общей сложности NUM медалей Олимпийских игр,отняли,в,медалей,loct,медаль,plur,NOUN,отнять,VERB,квалификатив,,,,
в ток-шоу «Право,Право,в,ток-шоу,loct,ток-шоу,sing,NOUN,право,NOUN,локатив,,,,
в акции приняли,приняли,в,акции,loct,акция,sing,NOUN,принять,VERB,тематив,,,,
противодействия во внутренние дела,противодействия,в,дела,loct,дело,sing,NOUN,противодействие,NOUN,тематив,,,,
в которых располагался,располагался,в,которых,loct,который,plur,ADJF,располагаться,VERB,локатив,,,,
составила в общей сложности NUM тысяч евро,составила,в,тысяч,loct,тысяча,plur,NOUN,составить,VERB,квалификатив,,,,
увеличения в два раза производительности труда,увеличения,в,раза,loct,раз,sing,NOUN,увеличение,NOUN,квантитатив,,,,
наказание в колонии строгого режима : NUM и NUM лет соответственно,наказание,в,колонии,loct,колония,sing,NOUN,наказание,NOUN,локатив,,,,
в NUM миллиарда миллиона,миллиона,в,миллиарда,loct,миллиард,sing,NOUN,миллион,NOUN,квантитатив,,,,
мест в них,мест,в,них,loct,они,plur,NPRO,место,NOUN,локатив,,,,
в эти сорок процентов попадаю,попадаю,в,процентов,loct,процент,plur,NOUN,попадать,VERB,квантитатив,,,,
в Армении была,была,в,Армении,loct,армения,sing,NOUN,быть,VERB,локатив,,,,
в международной коалиции участвует,участвует,в,коалиции,loct,коалиция,sing,NOUN,участвовать,VERB,тематив,,,,
обошлась в NUM тысяч рублей,обошлась,в,тысяч,loct,тысяча,plur,NOUN,обойтись,VERB,квантитатив,,,,
разместил в Сети,разместил,в,Сети,loct,сеть,sing,NOUN,разместить,VERB,сурсив,,,,
обвиняемого в организации убийства журналистки Анны Политковской,обвиняемого,в,организации,loct,организация,sing,NOUN,обвинять,PRTF,тематив,,,,
сообщают в самой авиакомпании,сообщают,в,авиакомпании,loct,авиакомпания,sing,NOUN,сообщать,VERB,сурсив,,,,
в России начнется,начнется,в,России,loct,россия,sing,NOUN,начаться,VERB,локатив,,,,
"участие в реализации федерального проекта "" Развитие санитарной авиации """,участие,в,реализации,loct,реализация,sing,NOUN,участие,NOUN,тематив,,,,
поддержку в Грузии и на Украине,поддержку,в,Грузии,loct,грузия,sing,NOUN,поддержка,NOUN,локатив,,,,
убиты в Кущевской,убиты,в,Кущевской,loct,кущевский,sing,ADJF,убитый,ADJS,локатив,,,,
встретились в Баку,встретились,в,Баку,loct,баку,sing,NOUN,встретиться,VERB,локатив,,,,
в Дирекции по организации дорожного движения сообщили,сообщили,в,Дирекции,loct,дирекция,sing,NOUN,сообщить,VERB,сурсив,,,,
в Нигерии подтвердилит,подтвердилит,в,Нигерии,loct,нигерия,sing,NOUN,подтвердилит,NOUN,сурсив,,,,
обучающиеся в Лесотехнической академии,обучающиеся,в,академии,loct,академия,sing,NOUN,обучающийся,NOUN,локатив,,,,
завершили уже в два часа ночи,завершили,в,часа,loct,час,sing,NOUN,завершить,VERB,темпоратив,,,,
попасть в оба конца,попасть,в,конца,loct,конец,sing,NOUN,попасть,INFN,локатив,,,,
землетрясения в Японии,землетрясения,в,Японии,loct,япония,sing,NOUN,землетрясение,NOUN,локатив,,,,
находящееся в емкости цилиндрической формы,находящееся,в,емкости,loct,ёмкость,sing,NOUN,находиться,PRTF,локатив,,,,
тираж в NUM тысяч экземпляров,тираж,в,тысяч,loct,тысяча,plur,NOUN,тираж,NOUN,квантитатив,,,,
сомневаются в законности самого постановления городского правительства,сомневаются,в,законности,loct,законность,sing,NOUN,сомневаться,VERB,тематив,,,,
перейти в «Сент - Этьен»,перейти,в,Сент,loct,сента,plur,NOUN,перейти,INFN,локатив,,,,
лезть в дела России,лезть,в,дела,loct,дело,sing,NOUN,лезть,INFN,тематив,,,,
посла в России,посла,в,России,loct,россия,sing,NOUN,посол,NOUN,локатив,,,,
кошелек в организации,кошелек,в,организации,loct,организация,sing,NOUN,кошелёк,NOUN,локатив,,,,
отметили в организации,отметили,в,организации,loct,организация,sing,NOUN,отметить,VERB,сурсив,,,,
в данной категории является,является,в,категории,loct,категория,sing,NOUN,являться,VERB,ситуатив,,,,
длилось в общей сложности около NUM минут,длилось,в,сложности,loct,сложность,sing,NOUN,длиться,VERB,квалификатив,,,,
во все здания вернулась,вернулась,в,здания,loct,здание,sing,NOUN,вернуться,VERB,локатив,,,,
сообщили в МВД РФ,сообщили,в,МВД,loct,мвд,sing,NOUN,сообщить,VERB,сурсив,,,,
в два раза чаще,чаще,в,раза,loct,раз,sing,NOUN,чаща,NOUN,квантитатив,,,,
в Саудовской Аравии жалуются,жалуются,в,Аравии,loct,аравия,sing,NOUN,жаловаться,VERB,локатив,,,,
сообщили в местной полиции,сообщили,в,полиции,loct,полиция,sing,NOUN,сообщить,VERB,сурсив,,,,
появиться в России,появиться,в,России,loct,россия,sing,NOUN,появиться,INFN,локатив,,,,
прибудет в Афины,прибудет,в,Афины,loct,афина,sing,NOUN,прибыть,VERB,локатив,,,,
похищенный в Сирии,похищенный,в,Сирии,loct,сирия,sing,NOUN,похитить,PRTF,локатив,,,,
ночь в России,ночь,в,России,loct,россия,sing,NOUN,ночь,NOUN,локатив,,,,
обвинил в Минобрнауки,обвинил,в,Минобрнауки,loct,минобрнаука,sing,NOUN,обвинить,VERB,сурсив,,,,
в NUM вышла,вышла,в,2010-м,loct,2010-метр,sing,NOUN,выйти,VERB,темпоратив,,,,
в акции участвовали,участвовали,в,акции,loct,акция,sing,NOUN,участвовать,VERB,тематив,,,,
идут в заведения такого типа,идут,в,заведения,loct,заведение,sing,NOUN,идти,VERB,директив,,,,
входящих в системы высокоточного наведения боеприпасов и управления военной техникой,входящих,в,системы,loct,система,sing,NOUN,входящая,NOUN,квалификатив,,,,
чаще в пять лет,чаще,в,лет,loct,год,plur,NOUN,чаща,NOUN,темпоратив,,,,
в США приехал,приехал,в,США,loct,сша,plur,NOUN,приехать,VERB,локатив,,,,
в два месяца меняла,меняла,в,месяца,loct,месяц,sing,NOUN,менять,VERB,темпоратив,,,,
рассказана не только в России,рассказана,в,России,loct,россия,sing,NOUN,рассказать,PRTS,локатив,,,,
работать в три смены,работать,в,смены,loct,смена,sing,NOUN,работать,INFN,квантитатив,,,,
операцию в Южной Осетии,операцию,в,Осетии,loct,осетия,sing,NOUN,операция,NOUN,локатив,,,,
погибших в аварии,погибших,в,аварии,loct,авария,sing,NOUN,погибший,ADJF,ситуатив,,,,
долларов в ближайшие четыре года,долларов,в,года,loct,год,sing,NOUN,доллар,NOUN,темпоратив,,,,
ботинком в этого парня,ботинком,в,парня,loct,парень,sing,NOUN,ботинок,NOUN,директив,,,,
в NUM упадёт,упадёт,в,2015-м,loct,2015-метр,sing,NOUN,упасть,VERB,темпоратив,,,,
в отношении каждого случая обещало,обещало,в,случая,loct,случай,sing,NOUN,обещать,VERB,дестинатив,,,,
скончался в Германии,скончался,в,Германии,loct,германия,sing,NOUN,скончаться,VERB,локатив,,,,
в четыре раза превышает,превышает,в,раза,loct,раз,sing,NOUN,превышать,VERB,квантитатив,,,,
подорожали более чем в полтора раза,подорожали,в,раза,loct,раз,sing,NOUN,подорожать,VERB,квантитатив,,,,
посол в России,посол,в,России,loct,россия,sing,NOUN,посол,NOUN,локатив,,,,
перелеты в страны Европы,перелеты,в,страны,loct,страна,sing,NOUN,перелёт,NOUN,локатив,,,,
глубиной в тысячи метров,глубиной,в,тысячи,loct,тысяча,sing,NOUN,глубина,NOUN,квантитатив,,,,
получило в одной из социальных сетей,получило,в,одной,loct,один,sing,ADJF,получить,VERB,сурсив,,,,
в СКА препятствует,препятствует,в,СКА,loct,ска,sing,NOUN,препятствовать,VERB,локатив,,,,
фестиваля в России,фестиваля,в,России,loct,россия,sing,NOUN,фестиваль,NOUN,локатив,,,,
оценил в NUM миллиарда рублей,оценил,в,рублей,loct,рубль,plur,NOUN,оценить,VERB,квантитатив,,,,
вышла только в NUM,вышла,в,2010-м,loct,2010-метр,sing,NOUN,выйти,VERB,темпоратив,,,,
зашли в четыре квартиры,зашли,в,квартиры,loct,квартира,sing,NOUN,заслать,VERB,локатив,,,,
поданного сразу в несколько зданий,поданного,в,зданий,loct,здание,plur,NOUN,подать,PRTF,локатив,,,,
выполнять в СНГ,выполнять,в,СНГ,loct,снг,sing,NOUN,выполнять,INFN,локатив,,,,
в Сети появилось,появилось,в,Сети,loct,сеть,sing,NOUN,появиться,VERB,сурсив,,,,
в России действует,действует,в,России,loct,россия,sing,NOUN,действовать,VERB,локатив,,,,
обсуждали в Дирекции по организации дорожного движения,обсуждали,в,Дирекции,loct,дирекция,sing,NOUN,обсуждать,VERB,сурсив,,,,
вышли в кафе,вышли,в,кафе,loct,кафе,plur,NOUN,выйти,VERB,локатив,,,,
поставку в войска новых машин,поставку,в,войска,loct,войско,sing,NOUN,поставка,NOUN,локатив,,,,
в ходе визита судебного пристава на предприятие заявил,заявил,в,визита,loct,визит,sing,NOUN,заявить,VERB,темпоратив,,,,
дежурившие в резиденции,дежурившие,в,резиденции,loct,резиденция,sing,NOUN,дежурить,PRTF,локатив,,,,
в этой части заинтересовало,заинтересовало,в,части,loct,часть,sing,NOUN,заинтересовать,VERB,локатив,,,,
сообщается в опубликованной NUM июля финансовой отчетности компании,сообщается,в,отчетности,loct,отчётность,sing,NOUN,сообщаться,VERB,сурсив,,,,
в глаза бросались,бросались,в,глаза,loct,глаз,sing,NOUN,бросаться,VERB,дестинатив,,,,
интервалом в NUM минут по ночам,интервалом,в,минут,loct,минута,plur,NOUN,интервал,NOUN,квантитатив,,,,
участвовавших в акции,участвовавших,в,акции,loct,акция,sing,NOUN,участвовать,PRTF,тематив,,,,
брошюрку в NUM страниц,брошюрку,в,страниц,loct,страница,plur,NOUN,брошюрка,NOUN,квантитатив,,,,
ввести в формулировки по оценке деятельности губернаторов,ввести,в,формулировки,loct,формулировка,sing,NOUN,ввести,INFN,дестинатив,,,,
категория в YEAR года,категория,в,года,loct,год,sing,NOUN,категория,NOUN,темпоратив,,,,
ситуация в России,ситуация,в,России,loct,россия,sing,NOUN,ситуация,NOUN,локатив,,,,
в США стартовал,стартовал,в,США,loct,сша,plur,NOUN,стартовать,VERB,локатив,,,,
поступил в США,поступил,в,США,loct,сша,plur,NOUN,поступить,VERB,локатив,,,,
